"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"108","B cells 1","Hematopoietic Stem cells 1","LTA","TNFRSF14",1.33373111729455e-06,0,"LTA_TNFRSF14","LTA - TNFRSF14","LT","Secreted Signaling","KEGG: hsa04060"
"109","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","LTA","TNFRSF14",4.85579525562698e-07,0,"LTA_TNFRSF14","LTA - TNFRSF14","LT","Secreted Signaling","KEGG: hsa04060"
"110","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","LTA","TNFRSF14",9.0795957063818e-07,0,"LTA_TNFRSF14","LTA - TNFRSF14","LT","Secreted Signaling","KEGG: hsa04060"
"111","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","LTA","TNFRSF14",2.4634572090122e-07,0,"LTA_TNFRSF14","LTA - TNFRSF14","LT","Secreted Signaling","KEGG: hsa04060"
"112","Hematopoietic Stem cells 1","B cells 1","TNFSF10","TNFRSF10A",1.7399639243576e-08,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","TRAIL","Secreted Signaling","KEGG: hsa04060"
"113","B cells 1","Hematopoietic Stem cells 1","TNFSF10","TNFRSF10A",1.7399639243576e-08,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","TRAIL","Secreted Signaling","KEGG: hsa04060"
"114","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","TNFSF10","TNFRSF10A",6.98215927888176e-09,0,"TNFSF10_TNFRSF10B","TNFSF10 - TNFRSF10B","TRAIL","Secreted Signaling","KEGG: hsa04060"
"115","B cells 1","B cells 1","TNFSF13B","TNFRSF17",1.42038356556462e-09,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"116","Hematopoietic Stem cells 1","B cells 1","TNFSF13B","TNFRSF17",2.91181851749967e-08,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"117","B cells 1","Hematopoietic Stem cells 1","TNFSF13B","TNFRSF17",2.91189130605333e-08,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"118","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","TNFSF13B","TNFRSF17",5.96932084442319e-07,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"119","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","TNFSF13B","TNFRSF17",1.11633006228509e-08,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"120","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","TNFSF13B","TNFRSF17",3.74062457452981e-09,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"121","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","TNFSF13B","TNFRSF17",1.11630215737604e-08,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"122","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","TNFSF13B","TNFRSF17",3.74053107011777e-09,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"123","B cells 1","B cells 1","MDK","ITGA4_ITGB1",0.000522495029772613,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"124","Hematopoietic Stem cells 1","B cells 1","MDK","ITGA4_ITGB1",0.000565268627505775,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"125","Hematopoietic Stem cells 3","B cells 1","MDK","ITGA4_ITGB1",9.76197610484256e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"126","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","MDK","ITGA4_ITGB1",0.000204290365184531,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"127","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","MDK","ITGA4_ITGB1",0.000335270344766182,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"128","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","MDK","ITGA4_ITGB1",9.18789385318508e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"129","Hematopoietic Stem cells 1","B cells 1","MDK","NCL",0.00256039124794893,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"130","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","MDK","NCL",0.000927881631490845,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"131","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","MDK","NCL",0.00156798362125248,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"132","B cells 1","Hematopoietic Stem cells 3","MDK","NCL",0.00057458829232075,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"133","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","MDK","NCL",0.0006072086412404,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"134","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","MDK","NCL",0.000107352546151463,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"135","B cells 1","B cells 1","NPPC","NPR2",7.6388431512956e-09,0.01,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
"136","Hematopoietic Stem cells 1","B cells 1","NPPC","NPR2",2.81169621140416e-09,0,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
"137","B cells 1","Hematopoietic Stem cells 1","NPPC","NPR2",2.81169621140416e-09,0,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
"138","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","NPPC","NPR2",1.03492576409478e-09,0.02,"NPPC_NPR2","NPPC - NPR2","NPR2","Secreted Signaling","KEGG: hsa04080; PMID: 29934642"
"139","B cells 1","B cells 1","LGALS9","PTPRC",0.000770168890696333,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"140","Hematopoietic Stem cells 1","B cells 1","LGALS9","PTPRC",0.000279095685782119,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"141","Hematopoietic Stem cells 2","B cells 1","LGALS9","PTPRC",0.000471758624583271,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"142","Hematopoietic Stem cells 3","B cells 1","LGALS9","PTPRC",0.000143893623465522,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"143","Hematopoietic Stem cells 1","B cells 1","BTLA","TNFRSF14",3.67882051880506e-09,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"144","B cells 1","Hematopoietic Stem cells 1","BTLA","TNFRSF14",3.67882051880506e-09,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"145","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","BTLA","TNFRSF14",4.20177934168067e-09,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"146","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","BTLA","TNFRSF14",2.84609755975355e-09,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"147","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","BTLA","TNFRSF14",2.84609755975355e-09,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"148","Hematopoietic Stem cells 1","B cells 1","LGALS9","CD44",0.000145296455228569,0.03,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"149","Hematopoietic Stem cells 2","B cells 1","LGALS9","CD44",0.000245596257367322,0.04,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"150","Hematopoietic Stem cells 3","B cells 1","LGALS9","CD44",7.49106291662864e-05,0.04,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"151","B cells 1","Hematopoietic Stem cells 1","LGALS9","CD44",0.000145741741504753,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"152","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","LGALS9","CD44",5.28142486456095e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"153","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","LGALS9","CD44",8.9272527554949e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"154","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","LGALS9","CD44",2.72294915162485e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"155","B cells 1","Hematopoietic Stem cells 3","LGALS9","CD44",7.51430264249178e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"156","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","LGALS9","CD44",2.72305136511614e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"157","Hematopoietic Stem cells 2","Hematopoietic Stem cells 3","LGALS9","CD44",4.60280481612192e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"158","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","LGALS9","CD44",1.40392613634016e-05,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"159","Hematopoietic Stem cells 1","B cells 1","COL1A1","CD44",9.58616310844912e-07,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"160","B cells 1","Hematopoietic Stem cells 1","COL1A1","CD44",9.2460623339795e-07,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"161","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","COL1A1","CD44",3.4845233813162e-07,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"162","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","COL1A1","CD44",5.85982867597496e-07,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"163","B cells 1","Hematopoietic Stem cells 3","COL1A1","CD44",4.76718027321949e-07,0.01,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"164","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","COL1A1","CD44",1.79658653864336e-07,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"165","Hematopoietic Stem cells 1","B cells 1","APP","CD74",7.42087390154997e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"166","Hematopoietic Stem cells 2","B cells 1","APP","CD74",0.000112109283359574,0.04,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"167","Hematopoietic Stem cells 3","B cells 1","APP","CD74",7.30849169353376e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"168","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","APP","CD74",2.51427286604125e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"169","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","APP","CD74",2.47633699217454e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"170","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","APP","CD74",4.8493458145443e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"171","Hematopoietic Stem cells 2","Hematopoietic Stem cells 2","APP","CD74",7.32609647669086e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"172","Hematopoietic Stem cells 3","Hematopoietic Stem cells 2","APP","CD74",4.77562873862945e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"173","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","APP","CD74",1.35599919998596e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"174","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","APP","CD74",1.33548944880526e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"175","B cells 1","B cells 1","CD22","PTPRC",0.000399945350856426,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"176","Hematopoietic Stem cells 1","B cells 1","CD22","PTPRC",0.000144888985795258,0.03,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"177","B cells 1","B cells 1","FCER2","ITGAM_ITGB2",1.9687816533936e-09,0.01,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"178","Hematopoietic Stem cells 1","B cells 1","FCER2","ITGAM_ITGB2",7.54161343264041e-10,0,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"179","B cells 1","Hematopoietic Stem cells 1","FCER2","ITGAM_ITGB2",7.61956273225544e-10,0.02,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"180","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","FCER2","ITGAM_ITGB2",2.91874909293889e-10,0.02,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"181","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","FCER2","ITGAM_ITGB2",4.43723688685366e-10,0.01,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"182","B cells 1","Hematopoietic Stem cells 3","FCER2","ITGAM_ITGB2",6.03866352740423e-10,0,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"183","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","FCER2","ITGAM_ITGB2",2.31316996882952e-10,0,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"184","Hematopoietic Stem cells 1","B cells 1","FCER2","ITGAX_ITGB2",2.09643101428495e-07,0,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"185","B cells 1","Hematopoietic Stem cells 1","FCER2","ITGAX_ITGB2",2.11604156193302e-07,0.02,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"186","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","FCER2","ITGAX_ITGB2",8.10570586310777e-08,0.02,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"187","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","FCER2","ITGAX_ITGB2",1.31112505661856e-07,0,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"188","B cells 1","Hematopoietic Stem cells 3","FCER2","ITGAX_ITGB2",1.83717192510146e-07,0,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"189","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","FCER2","ITGAX_ITGB2",7.03746747076858e-08,0,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"190","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","FCER2","ITGAX_ITGB2",3.21916085979148e-08,0.01,"FCER2A_ITGAX_ITGB2","FCER2A - (ITGAX+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"191","B cells 1","B cells 1","PTPRC","CD22",0.000399945350856426,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"192","B cells 1","Hematopoietic Stem cells 1","PTPRC","CD22",0.000144888985795258,0.03,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"193","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","CD99","CD99",0.00339697128842316,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"194","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","CD99","CD99",0.00175137966081332,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"195","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","CD99","CD99",0.00175137966081332,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"196","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","CD99","CD99",0.000902960447962579,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"197","Hematopoietic Stem cells 1","B cells 1","EFNA1","EPHA7",1.03104571948206e-08,0,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"198","B cells 1","Hematopoietic Stem cells 1","EFNA1","EPHA7",8.56503684572995e-08,0,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"199","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","EFNA1","EPHA7",8.51604052362522e-07,0,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"200","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","EFNA1","EPHA7",6.60872992821586e-09,0,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"201","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","EFNA1","EPHA7",8.31510227893144e-09,0,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"202","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","EFNA1","EPHA7",1.05575500373877e-09,0.03,"EFNA1_EPHA7","EFNA1 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"203","Hematopoietic Stem cells 1","B cells 1","EFNA4","EPHA7",1.41757395870149e-08,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"204","B cells 1","Hematopoietic Stem cells 1","EFNA4","EPHA7",4.31992730262617e-08,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"205","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","EFNA4","EPHA7",1.17084824662322e-06,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"206","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","EFNA4","EPHA7",1.24878262020391e-08,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"207","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","EFNA4","EPHA7",4.48927477448433e-09,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"208","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","EFNA4","EPHA7",2.21012448273414e-09,0,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"209","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","EFNA4","EPHA7",1.45154652747607e-09,0.03,"EFNA4_EPHA7","EFNA4 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"210","B cells 1","B cells 1","EFNB1","EPHB4",6.92172810717273e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"211","Hematopoietic Stem cells 1","B cells 1","EFNB1","EPHB4",2.50831275607889e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"212","B cells 1","Hematopoietic Stem cells 1","EFNB1","EPHB4",3.34416345189451e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"213","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","EFNB1","EPHB4",1.21186612864892e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"214","B cells 1","Hematopoietic Stem cells 2","EFNB1","EPHB4",1.89919442801084e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"215","B cells 1","Hematopoietic Stem cells 3","EFNB1","EPHB4",1.02047482108517e-07,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"216","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","EFNB1","EPHB4",3.69802160869736e-08,0.04,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"217","Hematopoietic Stem cells 1","B cells 1","EFNB2","EPHB4",5.9894014316776e-10,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"218","B cells 1","Hematopoietic Stem cells 1","EFNB2","EPHB4",5.9894014316776e-10,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"219","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","EFNB2","EPHB4",2.89372228937689e-10,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"220","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","EFNB2","EPHB4",8.83020699477885e-11,0.04,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
