"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"221","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","EFNB2","EPHB4",8.83020699477886e-11,0.04,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"222","B cells 1","B cells 1","GP1BA","ITGAM_ITGB2",1.76300648433405e-08,0.03,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"223","Hematopoietic Stem cells 1","B cells 1","GP1BA","ITGAM_ITGB2",6.48126777318922e-09,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"224","B cells 1","Hematopoietic Stem cells 1","GP1BA","ITGAM_ITGB2",6.82317331368901e-09,0.02,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"225","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","GP1BA","ITGAM_ITGB2",2.50837496618838e-09,0.02,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"226","B cells 1","Hematopoietic Stem cells 3","GP1BA","ITGAM_ITGB2",5.40750795660625e-09,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"227","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","GP1BA","ITGAM_ITGB2",1.98793976863027e-09,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"228","B cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAX_ITGB2",5.68313508668061e-05,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"229","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAX_ITGB2",2.06189603388299e-05,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"230","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ICAM1","ITGAX_ITGB2",1.06647314515108e-05,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"231","B cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAL_ITGB2",1.96109602873019e-05,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"232","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAL_ITGB2",7.11505270560643e-06,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"233","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ICAM1","ITGAL_ITGB2",3.68012513470086e-06,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"234","B cells 1","Hematopoietic Stem cells 3","ICAM2","ITGAL_ITGB2",5.51480770022416e-05,0.01,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"235","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","ICAM2","ITGAL_ITGB2",1.99846949889001e-05,0.01,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"236","Hematopoietic Stem cells 2","Hematopoietic Stem cells 3","ICAM2","ITGAL_ITGB2",3.37803581386772e-05,0.01,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"237","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ICAM2","ITGAL_ITGB2",1.03035278662495e-05,0.01,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"238","B cells 1","Hematopoietic Stem cells 1","ICAM1","ITGAM_ITGB2",2.36038421518281e-07,0.04,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"239","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","ICAM1","ITGAM_ITGB2",8.56371514428304e-08,0.04,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"240","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ICAM1","ITGAM_ITGB2",4.42942507942887e-08,0.01,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"241","B cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAM_ITGB2",1.87065102567499e-07,0.01,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"242","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","ICAM1","ITGAM_ITGB2",6.78691307299753e-08,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"243","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ICAM1","ITGAM_ITGB2",3.51040667659094e-08,0.01,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"244","B cells 1","Hematopoietic Stem cells 1","ICAM2","ITGAM_ITGB2",6.64351943637784e-07,0.04,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"245","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","ICAM2","ITGAM_ITGB2",2.4074948176968e-07,0.04,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"246","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","ICAM2","ITGAM_ITGB2",4.06941598077815e-07,0.04,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"247","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ICAM2","ITGAM_ITGB2",1.24123435237655e-07,0.04,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"248","B cells 1","Hematopoietic Stem cells 3","ICAM2","ITGAM_ITGB2",5.2651045091295e-07,0.01,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"249","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","ICAM2","ITGAM_ITGB2",1.9079814459416e-07,0.01,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"250","Hematopoietic Stem cells 2","Hematopoietic Stem cells 3","ICAM2","ITGAM_ITGB2",3.22508282471443e-07,0.01,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"251","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ICAM2","ITGAM_ITGB2",9.8369977662733e-08,0.01,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"252","Hematopoietic Stem cells 3","B cells 1","ICAM1","ITGAL",3.6645501981885e-06,0.03,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"253","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ICAM1","ITGAL",1.3294887433671e-06,0.02,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"254","Hematopoietic Stem cells 3","B cells 1","ICAM1","SPN",2.6462048317537e-05,0.02,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"255","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ICAM1","SPN",9.58940560308285e-06,0.02,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"256","Hematopoietic Stem cells 3","B cells 1","ITGB2","ICAM1",0.000104826566617043,0.01,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"257","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ITGB2","ICAM1",3.80320320317799e-05,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"258","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ITGB2","ICAM1",1.96712070440523e-05,0.01,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"259","Hematopoietic Stem cells 3","B cells 1","ITGB2","ICAM2",0.000293648546849987,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"260","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","ITGB2","ICAM2",0.000106413078419619,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"261","Hematopoietic Stem cells 3","Hematopoietic Stem cells 2","ITGB2","ICAM2",0.000179871241550117,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"262","Hematopoietic Stem cells 3","Hematopoietic Stem cells 3","ITGB2","ICAM2",5.48634902578659e-05,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"263","B cells 1","B cells 1","HLA-A","CD8A",0.0035675847344773,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"264","Hematopoietic Stem cells 2","B cells 1","HLA-A","CD8A",0.00222797861412339,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"265","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","HLA-A","CD8A",0.000786123285070279,0.04,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"266","B cells 1","B cells 1","HLA-B","CD8A",0.0045795590656324,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"267","Hematopoietic Stem cells 1","B cells 1","HLA-B","CD8A",0.00159204528536401,0.01,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"268","B cells 1","Hematopoietic Stem cells 1","HLA-B","CD8A",0.00161604902309154,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"269","B cells 1","Hematopoietic Stem cells 2","HLA-B","CD8A",0.00271824229715833,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"270","B cells 1","B cells 1","HLA-C","CD8A",0.00377291824613141,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"271","Hematopoietic Stem cells 1","B cells 1","HLA-C","CD8A",0.00139891846104995,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"272","Hematopoietic Stem cells 2","B cells 1","HLA-C","CD8A",0.00231096629969379,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"273","B cells 1","B cells 1","HLA-E","CD8A",0.00511519179914259,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"274","Hematopoietic Stem cells 2","B cells 1","HLA-E","CD8A",0.00279139628402925,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"275","B cells 1","Hematopoietic Stem cells 1","HLA-E","CD8A",0.0018051858038444,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"276","B cells 1","Hematopoietic Stem cells 2","HLA-E","CD8A",0.00303641301996755,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"277","B cells 1","B cells 1","HLA-F","CD8A",0.000514052179636609,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"278","Hematopoietic Stem cells 1","B cells 1","HLA-F","CD8A",0.000186283485786809,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"279","Hematopoietic Stem cells 2","B cells 1","HLA-F","CD8A",0.00031487710313791,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"280","B cells 1","B cells 1","HLA-DPA1","CD4",0.00987929986757212,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"281","Hematopoietic Stem cells 2","B cells 1","HLA-DPA1","CD4",0.00679511986234328,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"282","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","HLA-DPA1","CD4",0.00226881362946986,0.01,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"283","Hematopoietic Stem cells 2","Hematopoietic Stem cells 2","HLA-DPA1","CD4",0.00415248606780525,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"284","Hematopoietic Stem cells 2","B cells 1","HLA-DPB1","CD4",0.0072791169782685,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"285","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","HLA-DPB1","CD4",0.0024311592422573,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"286","Hematopoietic Stem cells 2","Hematopoietic Stem cells 2","HLA-DPB1","CD4",0.00444829662418564,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"287","Hematopoietic Stem cells 2","B cells 1","HLA-DQA1","CD4",0.00329972484534264,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"288","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","HLA-DQA1","CD4",0.00109930971807309,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"289","Hematopoietic Stem cells 2","Hematopoietic Stem cells 2","HLA-DQA1","CD4",0.00201632278116029,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"290","Hematopoietic Stem cells 2","Hematopoietic Stem cells 3","HLA-DQA1","CD4",0.000507058593853772,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"291","B cells 1","B cells 1","HLA-DMA","CD4",0.0044503416631452,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"292","Hematopoietic Stem cells 1","B cells 1","HLA-DMA","CD4",0.00161272569360371,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"293","Hematopoietic Stem cells 2","B cells 1","HLA-DMA","CD4",0.00272600865510524,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"294","B cells 1","B cells 1","HLA-DMB","CD4",0.0044503416631452,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"295","Hematopoietic Stem cells 2","B cells 1","HLA-DMB","CD4",0.00272600865510524,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"296","B cells 1","Hematopoietic Stem cells 2","HLA-DMB","CD4",0.00271938669573742,0.04,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"297","Hematopoietic Stem cells 2","B cells 1","HLA-DQB1","CD4",0.00401475079574837,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"298","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","HLA-DQB1","CD4",0.00133812600194139,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"299","Hematopoietic Stem cells 2","Hematopoietic Stem cells 2","HLA-DQB1","CD4",0.00245327820370668,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"300","Hematopoietic Stem cells 2","Hematopoietic Stem cells 3","HLA-DQB1","CD4",0.00061754790949602,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"301","B cells 1","B cells 1","HLA-DRA","CD4",0.0195244652533955,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"302","B cells 1","Hematopoietic Stem cells 2","HLA-DRA","CD4",0.0119325335632706,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"303","B cells 1","B cells 1","HLA-DRB1","CD4",0.00778577319882623,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"304","Hematopoietic Stem cells 2","B cells 1","HLA-DRB1","CD4",0.00475600270704388,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"305","B cells 1","Hematopoietic Stem cells 2","HLA-DRB1","CD4",0.00475769017005545,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"306","B cells 1","B cells 1","HLA-DRB5","CD4",0.0044503416631452,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"307","Hematopoietic Stem cells 1","B cells 1","HLA-DRB5","CD4",0.00161272569360371,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"308","B cells 1","B cells 1","MPZL1","MPZL1",6.36675047846018e-07,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"309","Hematopoietic Stem cells 1","B cells 1","MPZL1","MPZL1",1.60058541622416e-07,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"310","B cells 1","Hematopoietic Stem cells 1","MPZL1","MPZL1",1.60058541622416e-07,0,"MPZL1_MPZL1","MPZL1 - MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514"
"311","B cells 1","B cells 1","PECAM1","PECAM1",0.000770168890696333,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"312","B cells 1","B cells 1","SEMA4D","PLXNB1",5.30744799923058e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"313","Hematopoietic Stem cells 1","B cells 1","SEMA4D","PLXNB1",5.7571922564034e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"314","B cells 1","Hematopoietic Stem cells 1","SEMA4D","PLXNB1",5.75719225640342e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"315","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","SEMA4D","PLXNB1",6.245047027374e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"316","Hematopoietic Stem cells 2","Hematopoietic Stem cells 1","SEMA4D","PLXNB1",2.29452968015059e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"317","Hematopoietic Stem cells 3","Hematopoietic Stem cells 1","SEMA4D","PLXNB1",9.62391434176155e-11,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"318","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","SEMA4D","PLXNB1",2.29452968015059e-10,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"319","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","SEMA4D","PLXNB1",9.62391434176152e-11,0,"SEMA4D_PLXNB1","SEMA4D - PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782"
"320","B cells 1","B cells 1","SEMA4D","PLXNB2",3.48665496746889e-11,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"321","Hematopoietic Stem cells 1","B cells 1","SEMA4D","PLXNB2",3.78210828916201e-11,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"322","B cells 1","Hematopoietic Stem cells 1","SEMA4D","PLXNB2",1.38089261536487e-11,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"323","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","SEMA4D","PLXNB2",1.49790715043073e-11,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"324","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","SEMA4D","PLXNB2",1.99266689403203e-11,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"325","B cells 1","Hematopoietic Stem cells 3","SEMA4D","PLXNB2",6.51698475303039e-12,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"326","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","SEMA4D","PLXNB2",7.06922316224145e-12,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"327","B cells 1","B cells 1","SEMA4D","CD72",4.52900601380919e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"328","Hematopoietic Stem cells 1","B cells 1","SEMA4D","CD72",4.91276569826634e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"329","B cells 1","Hematopoietic Stem cells 1","SEMA4D","CD72",1.64123227334277e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"330","Hematopoietic Stem cells 1","Hematopoietic Stem cells 1","SEMA4D","CD72",1.78030004614291e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"331","B cells 1","Hematopoietic Stem cells 2","SEMA4D","CD72",2.77419365234582e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"332","Hematopoietic Stem cells 1","Hematopoietic Stem cells 2","SEMA4D","CD72",3.00926149668102e-07,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"333","B cells 1","Hematopoietic Stem cells 3","SEMA4D","CD72",8.4617165649852e-08,0.02,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"334","Hematopoietic Stem cells 1","Hematopoietic Stem cells 3","SEMA4D","CD72",9.17870958046e-08,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
